0.000000,-12.797888,0.000000
0.000000,-14.447952,0.000000
0.000000,-13.982069,0.000000
0.000000,-10.279982,0.000000
0.000000,-13.891790,0.000000
0.000000,-1.789495,0.000000
0.000000,-12.701643,0.000000
0.000000,-10.572193,0.000000
0.000000,-8.656935,0.000000
0.000000,-4.431533,0.000000
0.000000,-19.009680,0.000000
0.000000,-3.117813,0.000000
0.000000,-3.643285,0.000000
0.000000,-3.644412,0.000000
0.000000,-13.744471,0.000000
0.000000,-1.940647,0.000000
0.000000,1.298649,0.000000
0.000000,-7.783748,0.000000
0.000000,-10.575642,0.000000
0.000000,-9.977484,0.000000
0.000000,4.522423,0.000000
0.000000,-1.229689,0.000000
0.000000,-7.267061,0.000000
0.000000,-4.811492,0.000000
0.000000,-8.679254,0.000000
0.000000,-9.500974,0.000000
0.000000,-14.677415,0.000000
0.000000,-12.721238,0.000000
0.000000,-13.014137,0.000000
0.000000,-8.299114,0.000000
0.000000,-8.537014,0.000000
0.000000,-21.268322,0.000000
0.000000,-40.853363,0.000000
0.000000,-26.317232,0.000000
0.000000,-30.163342,0.000000
0.000000,-25.755760,0.000000
0.000000,-29.768135,0.000000
0.000000,-35.405273,0.000000
0.000000,-39.122060,0.000000
0.000000,-39.806522,0.000000
0.000000,-34.526600,0.000000
0.000000,-36.751220,0.000000
0.000000,-29.510487,0.000000
0.000000,-40.382780,0.000000
0.000000,-46.790580,0.000000
0.000000,-48.677135,0.000000
0.000000,-53.676857,0.000000
0.000000,-49.949820,0.000000
0.000000,-52.527060,0.000000
0.000000,-54.979107,0.000000
0.000000,-57.537567,0.000000
0.000000,-54.811660,0.000000
0.000000,-54.865036,0.000000
0.000000,-52.527016,0.000000
0.000000,-53.120650,0.000000
0.000000,-51.932160,0.000000
0.000000,-49.178460,0.000000
0.000000,-51.286034,0.000000
0.000000,-45.984623,0.000000
0.000000,-45.760708,0.000000
0.000000,-46.834614,0.000000
0.000000,-43.721250,0.000000
0.000000,-47.861034,0.000000
0.000000,-36.736404,0.000000
0.000000,-6.216726,0.000000
0.000000,-4.817649,0.000000
0.000000,-8.114808,0.000000
0.000000,-6.630057,0.000000
0.000000,-13.125853,0.000000
0.000000,-16.228605,0.000000
0.000000,-9.818071,0.000000
0.000000,-9.793733,0.000000
0.000000,-11.037113,0.000000
0.000000,-15.902354,0.000000
0.000000,-13.154573,0.000000
0.000000,-8.667442,0.000000
0.000000,-15.794745,0.000000
0.000000,-7.993101,0.000000
0.000000,-8.139853,0.000000
0.000000,-8.784016,0.000000
0.000000,-0.287454,0.000000
0.000000,7.124434,0.000000
0.000000,4.934665,0.000000
0.000000,8.092195,0.000000
0.000000,2.263902,0.000000
0.000000,2.241486,0.000000
0.000000,9.024294,0.000000
0.000000,15.588819,0.000000
0.000000,11.712074,0.000000
0.000000,9.927854,0.000000
0.000000,9.679409,0.000000
0.000000,8.442900,0.000000
0.000000,7.990416,0.000000
0.000000,8.832334,0.000000
0.000000,8.358140,0.000000
0.000000,6.679712,0.000000
0.000000,16.890467,0.000000
0.000000,6.118510,0.000000
0.000000,5.472827,0.000000
0.000000,4.537128,0.000000
0.000000,4.612912,0.000000
0.000000,8.550413,0.000000
0.000000,10.003091,0.000000
0.000000,12.844457,0.000000
0.000000,13.432058,0.000000
0.000000,18.861465,0.000000
0.000000,17.245623,0.000000
0.000000,19.441132,0.000000
0.000000,21.261385,0.000000
0.000000,18.573088,0.000000
0.000000,17.401134,0.000000
0.000000,17.840849,0.000000
0.000000,17.345730,0.000000
0.000000,18.039108,0.000000
0.000000,19.252644,0.000000
0.000000,18.786139,0.000000
0.000000,16.873144,0.000000
0.000000,20.221981,0.000000
0.000000,20.788460,0.000000
0.000000,19.757494,0.000000
0.000000,19.704130,0.000000
0.000000,18.490221,0.000000
0.000000,16.476423,0.000000
0.000000,17.074575,0.000000
0.000000,18.846716,0.000000
0.000000,18.143280,0.000000
0.000000,22.848295,0.000000
0.000000,18.592857,0.000000
0.000000,17.747444,0.000000
0.000000,17.443417,0.000000
0.000000,18.430893,0.000000
0.000000,17.425730,0.000000
0.000000,18.160677,0.000000
0.000000,18.013660,0.000000
0.000000,17.872322,0.000000
0.000000,17.298368,0.000000
